id,issuetype,key,assignee,priority,status,resolution,sprint,originalestimate,timespent,rca
303180,Bug,BUILD-17742,henry.hom,P0 - Blocker,Closed-Verified,Fixed,Sprint 245 (OCT 01 - OCT 14),1800,1800,"Most likely caused by impersonation failing in a previous test. Ticket has been opened and fixed. When this test is ran by itself locally, it passes without issue. This test should not fail anymore."
313512,Bug,BUILD-18379,mohamad.arabi,P0 - Blocker,Closed-Verified,No longer applicable,"Sprint 245 (OCT 01 - OCT 14),Sprint 246 (OCT 15 - OCT 28)",,,None
299933,Bug,BUILD-17102,mohamad.arabi,P0 - Blocker,Closed-Verified,Fixed,Sprint 244 (SEP 17 - SEP 30),19800,32400,"Due to the ACL privilege work done in LCI-2662, Even if the user had API permissions, the user still didn't have access to the data. To solve issue in test I populated the acls using memberToEntity. Also Tag has level 7 Authorizer.securityLevel(), therefore the user's role needed explicit permission for `Tag.getTypeId` method."
308397,Bug,BUILD-18629,mohamad.arabi,P0 - Blocker,Closed-Verified,No longer applicable,Sprint 246 (OCT 15 - OCT 28),,,None
324692,Bug,BUILD-19923,skandh.pathak,P0 - Blocker,Closed,No longer applicable,Sprint 247 (OCT 29 - NOV 11),14400,14400,"the http call to load google jsapi in UIBootloader failed, which caused the page to not render correctly which caused the test to fail. the same timeout issue affected at least one other test in the same build(BUILD-19926). looks like an intermittent issue in a 3rd party api."
308754,Bug,BUILD-18378,mohamad.arabi,P0 - Blocker,Closed-Verified,No longer applicable,"Sprint 245 (OCT 01 - OCT 14),Sprint 246 (OCT 15 - OCT 28)",,,None
323358,Bug,EXC-15747,mohamad.arabi,P1 - Urgent with no workaround,Closed,Fixed,Sprint 246 (OCT 15 - OCT 28),14400,9000,The problem is the schema migration was not checking if the table it was migrating from existed
304305,Improvement,PREDM-1726,jinyan.liu,P1 - Urgent with no workaround,Closed-Verified,Fixed,Sprint 245 (OCT 01 - OCT 14),14400,19800,None
309112,Bug,PREDM-1732,chen.liu,P1 - Urgent with no workaround,Closed-Verified,Fixed,Sprint 245 (OCT 01 - OCT 14),14400,14400,"The ""record"" data of the map collection had a incorrect config which was ""collection"" whose value was true. The value of ""collection"" should be set to false."
306417,Improvement,PREDM-1730,skandh.pathak,P1 - Urgent with no workaround,Closed-Verified,Fixed,Sprint 245 (OCT 01 - OCT 14),18000,18000,None
313759,New Feature,IO-1101,skandh.pathak,P1 - Urgent with no workaround,Closed-Verified,Fixed,Sprint 246 (OCT 15 - OCT 28),3600,3600,None
322367,New Feature,IO-1053,jinyan.liu,P1 - Urgent with no workaround,Closed-Verified,Fixed,Sprint 246 (OCT 15 - OCT 28),10800,7200,None
284781,New Feature,RESSMB-7276,jinyan.liu,P1 - Urgent with no workaround,Closed-Verified,Fixed,"Sprint 242 (AUG 20 - SEP 02 ),Sprint 241 (AUG 06 - AUG 19)",21600,21600,None
284653,Improvement,UI-4244,jinyan.liu,"P2 - Critical, but workaround exists",Closed,Fixed,Sprint 242 (AUG 20 - SEP 02 ),28800,28800,None
319854,Improvement,PREDM-1694,henry.hom,P1 - Urgent with no workaround,Resolved,Fixed,"Sprint 242 (AUG 20 - SEP 02 ),Sprint 244 (SEP 17 - SEP 30),Sprint 245 (OCT 01 - OCT 14),Sprint 247 (OCT 29 - NOV 11)",21600,10800,None
319093,Task,ENGR-2546,henry.hom,Unprioritized,Open,,Sprint 247 (OCT 29 - NOV 11),28800,,None
321600,New Feature,ENGR-2614,jinyan.liu,P1 - Urgent with no workaround,Closed-Verified,Fixed,Sprint 247 (OCT 29 - NOV 11),14400,10800,None
315951,New Feature,LCI-2734,skandh.pathak,P1 - Urgent with no workaround,Closed-Verified,Fixed,Sprint 246 (OCT 15 - OCT 28),10800,18000,None
314835,New Feature,LCI-2733,skandh.pathak,P1 - Urgent with no workaround,Closed-Verified,Fixed,Sprint 246 (OCT 15 - OCT 28),7200,7200,None
288654,Improvement,IO-955,chen.liu,P1 - Urgent with no workaround,Closed-Verified,Done,Sprint 243 (SEP 03 - SEP 16),25200,14400,None
288970,Improvement,IO-961,jinyan.liu,P1 - Urgent with no workaround,Closed-Verified,Fixed,Sprint 243 (SEP 03 - SEP 16),10800,7200,None
275873,Improvement,ENGR-1839,henry.hom,P1 - Urgent with no workaround,Closed-Verified,Fixed,"Sprint 240 (JUL 23 - AUG 05),Sprint 241 (AUG 06 - AUG 19)",28800,36000,None
306808,Improvement,PREDM-1741,henry.hom,Unprioritized,Closed-Verified,Fixed,Sprint 245 (OCT 01 - OCT 14),14400,14400,None
306393,Improvement,PREDM-1720,skandh.pathak,P1 - Urgent with no workaround,Closed-Verified,Fixed,Sprint 245 (OCT 01 - OCT 14),10800,18000,None
322232,Improvement,IO-1036,henry.hom,P1 - Urgent with no workaround,Closed,Fixed,"Sprint 246 (OCT 15 - OCT 28),Sprint 247 (OCT 29 - NOV 11)",10800,3600,None
325808,New Feature,IO-1117,jinyan.liu,P1 - Urgent with no workaround,Closed-Verified,Fixed,Sprint 246 (OCT 15 - OCT 28),10800,7200,None
317177,New Feature,IO-1104,henry.hom,P1 - Urgent with no workaround,Closed,Fixed,"Sprint 246 (OCT 15 - OCT 28),Sprint 247 (OCT 29 - NOV 11)",21600,21600,None
316410,New Feature,IO-1103,henry.hom,P1 - Urgent with no workaround,Closed,Fixed,"Sprint 246 (OCT 15 - OCT 28),Sprint 247 (OCT 29 - NOV 11)",21600,21600,None
324963,New Feature,LCI-2754,henry.hom,Unprioritized,In Progress,,Sprint 247 (OCT 29 - NOV 11),7200,,None
299154,Bug,PREDM-1713,skandh.pathak,Unprioritized,Closed-Verified,Fixed,Sprint 244 (SEP 17 - SEP 30),18000,7200,None
306025,Task,IO-1075,mohamad.arabi,P1 - Urgent with no workaround,Closed,Fixed,Sprint 245 (OCT 01 - OCT 14),1800,2400,None
304165,Task,IO-1071,mohamad.arabi,P1 - Urgent with no workaround,Closed,No longer applicable,Sprint 245 (OCT 01 - OCT 14),,,None
304860,Improvement,IO-1074,jinyan.liu,P1 - Urgent with no workaround,Closed,Fixed,Sprint 245 (OCT 01 - OCT 14),1800,1800,None
307733,Improvement,IO-1079,jinyan.liu,P1 - Urgent with no workaround,Closed,Fixed,Sprint 245 (OCT 01 - OCT 14),1800,1800,None
307321,Improvement,IO-1045,jinyan.liu,P1 - Urgent with no workaround,Closed,Fixed,Sprint 245 (OCT 01 - OCT 14),14400,5400,None
307221,Improvement,IO-1076,jinyan.liu,P1 - Urgent with no workaround,Closed,Fixed,Sprint 245 (OCT 01 - OCT 14),1800,1800,None
127896,Task,ENGR-1108,chen.liu,P1 - Urgent with no workaround,Open,,2017 Engineering Plan,7200,,
276642,Task,TRAIN-416,jinyan.liu,P1 - Urgent with no workaround,Closed-Verified,Fixed,Sprint 241 (AUG 06 - AUG 19),7200,7200,None
288150,Bug,BUILD-15834,skandh.pathak,P0 - Blocker,Closed-Verified,Fixed,Sprint 242 (AUG 20 - SEP 02 ),10800,10800,The test had some refreshCalcFields() calls that started breaking after an update to the server. removing those calls fixed the failure.
290558,New Feature,ENGR-2285,jinyan.liu,P1 - Urgent with no workaround,Closed-Verified,Fixed,Sprint 243 (SEP 03 - SEP 16),10800,25200,None
282760,New Feature,TRAIN-427,jinyan.liu,P0 - Blocker,Closed-Verified,Fixed,Sprint 242 (AUG 20 - SEP 02 ),28800,34200,None
320336,New Feature,IO-1011,henry.hom,P1 - Urgent with no workaround,Resolved,Fixed,Sprint 247 (OCT 29 - NOV 11),7200,7200,None
312022,Task,ENGR-2455,mohamad.arabi,P1 - Urgent with no workaround,Closed,Fixed,Sprint 245 (OCT 01 - OCT 14),14400,9000,None
276773,Task,BUILD-14190,henry.hom,Unprioritized,Closed-Verified,Fixed,Sprint 241 (AUG 06 - AUG 19),57600,64800,None
311766,Bug,BUILD-19330,jinyan.liu,P0 - Blocker,Closed,Fixed,Sprint 246 (OCT 15 - OCT 28),14400,3600,"Cause: mills second isn't persisted in the timestamp, so descending(timestamp) won't sort two records correctly. Solution: add sleep one second in the test."
318572,Improvement,ENGR-2547,henry.hom,P0 - Blocker,Closed,Fixed,Sprint 246 (OCT 15 - OCT 28),14400,14400,None
308334,Bug,BUILD-16575,mohamad.arabi,P0 - Blocker,Open,,Sprint 245 (OCT 01 - OCT 14),14400,7200,None
308852,Bug,BUILD-18002,jinyan.liu,P0 - Blocker,Closed-Verified,Fixed,Sprint 245 (OCT 01 - OCT 14),14400,7200,"Because the millisecond part of the timestamp isn't persisted in the database, if two events happen in the same second, the database won't be able to pick up the latest one since both have the exact same timestamp."
313773,Bug,BUILD-17284,henry.hom,P0 - Blocker,Closed,Fixed,"Sprint 245 (OCT 01 - OCT 14),Sprint 246 (OCT 15 - OCT 28)",14400,14400,"There is two parts to this fix. The first part is that in our TestApi teardown function, Series header types are cleaned up first before the measurements are removed. the second part is a bug found on platform and that needs to be fixed before this ticket can be closed. (PLAT-14741). The main problem on the platform is that the state object for normalization was not being updated to reflect that the series header is no longer there. That logic has been fixed so that the state is updated before the maximum retries is reached. Apps code can be fixed, but server needs to be updated to the version containing fix before this can be closed."
325043,Improvement,IO-1154,jinyan.liu,P1 - Urgent with no workaround,Closed,Fixed,Sprint 247 (OCT 29 - NOV 11),3600,3600,None
324051,Bug,ENGR-2478,mohamad.arabi,P0 - Blocker,Open,,Sprint 247 (OCT 29 - NOV 11),12600,16200,None
308119,Bug,BUILD-18381,mohamad.arabi,P0 - Blocker,Closed-Verified,No longer applicable,"Sprint 245 (OCT 01 - OCT 14),Sprint 246 (OCT 15 - OCT 28)",,,None
313465,Bug,ENGR-2586,henry.hom,Unprioritized,Closed,Done,Sprint 246 (OCT 15 - OCT 28),10800,10800,None
319857,Improvement,IO-1112,mohamad.arabi,P1 - Urgent with no workaround,Resolved,Fixed,"Sprint 246 (OCT 15 - OCT 28),Sprint 247 (OCT 29 - NOV 11)",18000,23400,None
320253,Improvement,IO-1086,mohamad.arabi,P1 - Urgent with no workaround,Resolved,Fixed,"Sprint 246 (OCT 15 - OCT 28),Sprint 247 (OCT 29 - NOV 11)",14400,16200,None
289373,Bug,DEV-2757,jinyan.liu,P1 - Urgent with no workaround,Closed-Verified,Fixed,"Sprint 240 (JUL 23 - AUG 05),Sprint 241 (AUG 06 - AUG 19)",18000,18000,"The height of the element is restricted to the height of the viewport, so it's not possible to scroll to the bottom of the element."
308428,New Feature,IO-973,jinyan.liu,P1 - Urgent with no workaround,Closed,Fixed,Sprint 245 (OCT 01 - OCT 14),14400,21600,None
288089,Improvement,PREDM-1705,skandh.pathak,P1 - Urgent with no workaround,Closed,Fixed,Sprint 243 (SEP 03 - SEP 16),28800,36000,None
308143,New Feature,IO-1025,jinyan.liu,P1 - Urgent with no workaround,Closed,Fixed,Sprint 245 (OCT 01 - OCT 14),7200,10800,None
275185,Task,ENGR-2107,jinyan.liu,Unprioritized,Closed,Fixed,Sprint 241 (AUG 06 - AUG 19),18000,7200,None
281425,Task,RESSMB-7314,henry.hom,P1 - Urgent with no workaround,Closed,Fixed,Sprint 242 (AUG 20 - SEP 02 ),28800,28800,None
313215,Improvement,ENGR-2524,jinyan.liu,P1 - Urgent with no workaround,Closed,Fixed,Sprint 246 (OCT 15 - OCT 28),10800,7200,None
283484,Improvement,ENGR-2162,jinyan.liu,P1 - Urgent with no workaround,Closed,Fixed,Sprint 242 (AUG 20 - SEP 02 ),28800,50400,None
327742,New Feature,IO-1027,jinyan.liu,P1 - Urgent with no workaround,Closed,Fixed,Sprint 247 (OCT 29 - NOV 11),10800,10800,None
322073,New Feature,IO-1139,henry.hom,"P2 - Critical, but workaround exists",Resolved,Fixed,Sprint 247 (OCT 29 - NOV 11),3600,3600,None
322099,New Feature,IO-1137,skandh.pathak,P1 - Urgent with no workaround,Resolved,Fixed,Sprint 247 (OCT 29 - NOV 11),21600,21600,None
272180,Task,IO-925,jinyan.liu,P1 - Urgent with no workaround,Closed-Verified,Fixed,Sprint 241 (AUG 06 - AUG 19),21600,21600,None
286016,Bug,BUILD-14484,chen.liu,P0 - Blocker,Closed,Fixed,Sprint 241 (AUG 06 - AUG 19),10800,9000,The test was flipping because it was running against an undetermined webpage. I put the fix which is to let the test run against local server that we have control.
271179,Bug,BUILD-10403,jinyan.liu,P1 - Urgent with no workaround,Closed-Verified,No longer applicable,Sprint 241 (AUG 06 - AUG 19),,,None
322629,Bug,BUILD-19963,jinyan.liu,P0 - Blocker,Closed-Verified,Fixed,Sprint 247 (OCT 29 - NOV 11),14400,3600,"The test failed because this.endDate is 2018-11-01, so end is 2018-10-01, start is 2018-04-01. When end is at the beginning of a month, metric is evaluated to the end of the previous month, so the metric will be evaluated from April to September, a total of 6 months. When end is at the end of a month, metric is evaluated to the end of that month. If end is 2018-10-02, start is 2018-04-02, metric will be evaluated from April to October, a total of 7 months. I changed end to make sure it is always the end of the month, so the interval will always be 7 months."
296714,New Feature,RESSMB-7327,jinyan.liu,P1 - Urgent with no workaround,Closed-Verified,Fixed,"Sprint 243 (SEP 03 - SEP 16),Sprint 244 (SEP 17 - SEP 30)",14400,7200,None
284976,New Feature,RESSMB-7325,mohamad.arabi,P1 - Urgent with no workaround,Closed-Verified,No longer applicable,Sprint 243 (SEP 03 - SEP 16),0,,None
299216,Bug,ENGR-2399,jinyan.liu,P0 - Blocker,In Progress,,Sprint 245 (OCT 01 - OCT 14),14400,,None
318692,Bug,ENGR-2475,henry.hom,P1 - Urgent with no workaround,Closed-Verified,Cannot Reproduce,Sprint 246 (OCT 15 - OCT 28),14400,14400,Restructured test in an attempt to easier find where it fails if it fails again. Hid side bar in case it was covering something. Changed all waits to use default wait time in case Jenkins is taking longer then the defined time previously. Ran test locally 25 times and did not fail once after changes. Hoping that these changes will make the test more consistent and not fail.
288868,Bug,LCI-2604,chen.liu,P1 - Urgent with no workaround,Closed,Done,Sprint 242 (AUG 20 - SEP 02 ),21600,10800,This ticket was to help debugging the issue.
294447,New Feature,RESSMB-7328,henry.hom,P1 - Urgent with no workaround,Closed-Verified,Fixed,"Sprint 243 (SEP 03 - SEP 16),Sprint 244 (SEP 17 - SEP 30)",14400,14400,None
296468,Improvement,LCI-2699,henry.hom,P1 - Urgent with no workaround,Closed-Verified,Fixed,Sprint 244 (SEP 17 - SEP 30),14400,21600,None
300562,Improvement,IO-929,skandh.pathak,"P2 - Critical, but workaround exists",Closed-Verified,Fixed,Sprint 244 (SEP 17 - SEP 30),3600,3600,None
288264,Bug,LCI-2587,skandh.pathak,P1 - Urgent with no workaround,Closed-Verified,Fixed,Sprint 241 (AUG 06 - AUG 19),21600,15600,this was caused due to PLAT-13786. It was fixed in c3-server v7.8.1.3118 onwards.
290598,Bug,BUILD-15935,jinyan.liu,P0 - Blocker,Closed-Verified,Fixed,Sprint 243 (SEP 03 - SEP 16),,,"c3 tester is used in the apps pipeline and it is using the default batch size of 75. When batch size is low, multiple tests are running simultaneously, and due to limited shared computing resources, tests are timing out."
311258,Bug,BUILD-18391,mohamad.arabi,P0 - Blocker,Closed-Verified,No longer applicable,"Sprint 245 (OCT 01 - OCT 14),Sprint 246 (OCT 15 - OCT 28)",,,None
311228,Bug,BUILD-18382,mohamad.arabi,P0 - Blocker,Closed-Verified,No longer applicable,"Sprint 245 (OCT 01 - OCT 14),Sprint 246 (OCT 15 - OCT 28)",,,None
314359,Bug,BUILD-18625,jinyan.liu,P0 - Blocker,Closed-Verified,Fixed,Sprint 246 (OCT 15 - OCT 28),14400,7200,"The problem is with the two lines of code below collection.load(); collection.whenLoaded(function() { self.renderSeries.apply(self, arguments); }); The whenLoaded event is after collection.load(). It is possible the collection is loaded before whenLoaded is added. When that scenario happens, the renderSeries function is not called. The solution is to reverse the order of those two lines."
316014,Bug,BUILD-18762,mohamad.arabi,P0 - Blocker,Closed,Cannot Reproduce,Sprint 246 (OCT 15 - OCT 28),14400,9000,After investigating the implementations and into the server logs I was not able to reproduce nor find reason for failure. So I added more logging to help with identifying root cause if test fails again.
320076,Bug,BUILD-20060,henry.hom,P0 - Blocker,In Progress,,Sprint 247 (OCT 29 - NOV 11),14400,,None
281917,Task,ENGR-2295,chen.liu,P1 - Urgent with no workaround,Closed,Done,Sprint 242 (AUG 20 - SEP 02 ),86400,86400,None
298510,Improvement,IO-928,mohamad.arabi,"P2 - Critical, but workaround exists",Closed-Verified,Fixed,Sprint 244 (SEP 17 - SEP 30),14400,14400,None
310923,Bug,BUILD-18389,mohamad.arabi,P0 - Blocker,Closed-Verified,No longer applicable,"Sprint 245 (OCT 01 - OCT 14),Sprint 246 (OCT 15 - OCT 28)",,,None
321614,Bug,BUILD-19137,chen.liu,P0 - Blocker,Closed,Fixed,Sprint 247 (OCT 29 - NOV 11),21600,23400,The test was not written properly. I refactored the test to address the flipper issue.
274797,Bug,BUILD-14835,jinyan.liu,P0 - Blocker,Closed,No longer applicable,Sprint 241 (AUG 06 - AUG 19),,,None
308387,Bug,BUILD-18388,mohamad.arabi,P0 - Blocker,Closed-Verified,No longer applicable,"Sprint 245 (OCT 01 - OCT 14),Sprint 246 (OCT 15 - OCT 28)",,,None
319797,Improvement,ENGR-2465,skandh.pathak,P0 - Blocker,Closed,Fixed,Sprint 247 (OCT 29 - NOV 11),28800,28800,the tests were failing because the setup functions were not running in the order in which the test expected them to because of jasmine version upgrade. Additionally some test data was out of sync with the corresponding metrics and needed to be changed as well (these tests were not getting executed earlier due to nested it blocks which caused these potential failures to go unnoticed). All tests have now been fixed and I've extracted out the metric tests into a separate file.
271998,New Feature,RESSMB-7290,henry.hom,P1 - Urgent with no workaround,Closed-Verified,No longer applicable,Sprint 241 (AUG 06 - AUG 19),0,,None
282416,New Feature,RESSMB-7279,jinyan.liu,P1 - Urgent with no workaround,Closed-Verified,Fixed,"Sprint 242 (AUG 20 - SEP 02 ),Sprint 241 (AUG 06 - AUG 19)",21600,18000,None
273182,New Feature,RESSMB-7287,jinyan.liu,P1 - Urgent with no workaround,Closed-Verified,No longer applicable,Sprint 241 (AUG 06 - AUG 19),0,,None
313749,New Feature,ENGR-2423,skandh.pathak,P1 - Urgent with no workaround,Closed-Verified,Fixed,Sprint 246 (OCT 15 - OCT 28),14400,14400,None
315777,Improvement,ENGR-2618,henry.hom,Unprioritized,Open,,Sprint 247 (OCT 29 - NOV 11),14400,,None
291784,Bug,EXC-15522,henry.hom,P1 - Urgent with no workaround,Closed-Verified,Fixed,"Sprint 242 (AUG 20 - SEP 02 ),Sprint 243 (SEP 03 - SEP 16)",14400,18000,Save button verification was not to be enabled when correct items were selected. Test has been added to verify that fields appear and save button works correctly.
309016,Bug,PREDM-1725,henry.hom,P1 - Urgent with no workaround,Closed,Fixed,Sprint 245 (OCT 01 - OCT 14),14400,14400,Tab was a port from customer repo. Seems like not all configs were properly ported because some of the configs present referred to objects that were not part of this package. Removing those and updating them to reflect what they should be using fixed the majority of issues.
316899,Improvement,IO-1033,henry.hom,P1 - Urgent with no workaround,Closed,Fixed,"Sprint 246 (OCT 15 - OCT 28),Sprint 247 (OCT 29 - NOV 11)",14400,10800,None
288320,Improvement,LCI-2585,skandh.pathak,P1 - Urgent with no workaround,Closed-Verified,Fixed,Sprint 243 (SEP 03 - SEP 16),28800,21600,None
319050,Improvement,IO-1113,mohamad.arabi,P1 - Urgent with no workaround,Resolved,Fixed,"Sprint 246 (OCT 15 - OCT 28),Sprint 247 (OCT 29 - NOV 11)",7200,23400,None
322035,New Feature,IO-1052,jinyan.liu,P1 - Urgent with no workaround,Closed-Verified,Fixed,Sprint 246 (OCT 15 - OCT 28),10800,7200,None
138722,Task,ENGR-562,chen.liu,"P2 - Critical, but workaround exists",Open,,2017 Engineering Plan,14400,,
301033,Improvement,IO-858,henry.hom,P1 - Urgent with no workaround,Closed-Verified,Fixed,Sprint 244 (SEP 17 - SEP 30),14400,25200,None
302732,Improvement,PREDM-1698,jinyan.liu,P1 - Urgent with no workaround,Closed-Verified,Fixed,"Sprint 243 (SEP 03 - SEP 16),Sprint 244 (SEP 17 - SEP 30)",28800,14400,None
298520,Improvement,PREDM-1709,mohamad.arabi,P1 - Urgent with no workaround,Closed-Verified,Fixed,"Sprint 243 (SEP 03 - SEP 16),Sprint 244 (SEP 17 - SEP 30)",36000,28800,None
305814,Improvement,IO-1066,jinyan.liu,P1 - Urgent with no workaround,Closed,Fixed,Sprint 245 (OCT 01 - OCT 14),1800,1800,None
305714,Improvement,IO-1082,jinyan.liu,P1 - Urgent with no workaround,Closed,Fixed,Sprint 245 (OCT 01 - OCT 14),12600,9000,None
135488,Epic,ENGR-598,jinyan.liu,"P2 - Critical, but workaround exists",Open,,2017 Engineering Plan,,,
286312,Task,RESSMB-7263,mohamad.arabi,P1 - Urgent with no workaround,Closed,Fixed,Sprint 242 (AUG 20 - SEP 02 ),18000,14400,None
283801,Task,RESSMB-7270,mohamad.arabi,P1 - Urgent with no workaround,Closed,Fixed,Sprint 242 (AUG 20 - SEP 02 ),18000,18000,None
273545,Task,RESSMB-7259,chen.liu,P1 - Urgent with no workaround,Closed-Verified,Fixed,Sprint 241 (AUG 06 - AUG 19),14400,9000,None
278057,Task,RESSMB-7294,chen.liu,P1 - Urgent with no workaround,Closed,No longer applicable,Sprint 242 (AUG 20 - SEP 02 ),0,,None
273110,Task,RESSMB-7129,chen.liu,"P2 - Critical, but workaround exists",Closed,Fixed,Sprint 241 (AUG 06 - AUG 19),10800,59400,
318032,Improvement,ENGR-2522,jinyan.liu,P1 - Urgent with no workaround,Closed,Fixed,Sprint 246 (OCT 15 - OCT 28),10800,7200,None
288394,New Feature,ENGR-2284,jinyan.liu,P1 - Urgent with no workaround,Closed-Verified,Fixed,Sprint 243 (SEP 03 - SEP 16),10800,12600,None
319734,Improvement,IO-1143,henry.hom,"P2 - Critical, but workaround exists",Resolved,Fixed,Sprint 247 (OCT 29 - NOV 11),14400,14400,None
291538,Bug,BUILD-16652,skandh.pathak,P0 - Blocker,Closed-Verified,Fixed,Sprint 243 (SEP 03 - SEP 16),,,duplicate fields were introduced in UITestEnergyManagementFacilityDetailPage while merging master into develop. removing the duplicate fields fixed the failure.
288667,Task,ENGR-2314,chen.liu,P1 - Urgent with no workaround,Closed,Done,Sprint 243 (SEP 03 - SEP 16),21600,21600,None
296104,Task,ENGR-2389,chen.liu,P1 - Urgent with no workaround,Closed,Done,Sprint 244 (SEP 17 - SEP 30),10800,9000,None
296518,Task,ENGR-2409,chen.liu,P1 - Urgent with no workaround,Closed,Done,Sprint 244 (SEP 17 - SEP 30),18000,14400,None
290832,Bug,BUILD-14666,chen.liu,P0 - Blocker,Closed,No longer applicable,Sprint 241 (AUG 06 - AUG 19),3600,1800,This was a issue in energy star side.
313482,Bug,BUILD-18387,mohamad.arabi,P0 - Blocker,Closed-Verified,No longer applicable,"Sprint 245 (OCT 01 - OCT 14),Sprint 246 (OCT 15 - OCT 28)",,,None
297025,Improvement,LCI-2676,jinyan.liu,P1 - Urgent with no workaround,Closed-Verified,Fixed,"Sprint 243 (SEP 03 - SEP 16),Sprint 244 (SEP 17 - SEP 30)",3600,3600,None
286849,Task,RESSMB-7338,henry.hom,P1 - Urgent with no workaround,Closed-Verified,Fixed,Sprint 243 (SEP 03 - SEP 16),14400,7200,None
291021,Task,LCI-2683,mohamad.arabi,Unprioritized,Closed-Verified,Fixed,Sprint 243 (SEP 03 - SEP 16),14400,16200,None
297520,Improvement,IO-940,mohamad.arabi,P1 - Urgent with no workaround,Closed-Verified,Fixed,Sprint 244 (SEP 17 - SEP 30),18000,17100,None
295460,Improvement,IO-877,chen.liu,P1 - Urgent with no workaround,Closed-Verified,Done,Sprint 244 (SEP 17 - SEP 30),14400,25200,None
297597,Bug,IO-988,mohamad.arabi,P1 - Urgent with no workaround,Closed-Verified,Fixed,Sprint 244 (SEP 17 - SEP 30),14400,18000,"When local datetimes where sent to the metricEngine to evaluate, they were being treated as UTC timezone. That is why the metric would evaluate one day shifted in the future."
294749,Improvement,IO-945,chen.liu,P1 - Urgent with no workaround,Closed,Done,Sprint 244 (SEP 17 - SEP 30),14400,19800,None
310151,Bug,BUILD-18375,mohamad.arabi,P0 - Blocker,Closed-Verified,No longer applicable,"Sprint 245 (OCT 01 - OCT 14),Sprint 246 (OCT 15 - OCT 28)",,,None
289375,Improvement,ENGR-2027,jinyan.liu,"P2 - Critical, but workaround exists",Closed,Fixed,Sprint 243 (SEP 03 - SEP 16),18000,39600,None
319416,Bug,BUILD-19864,jinyan.liu,P0 - Blocker,Open,,Sprint 247 (OCT 29 - NOV 11),14400,14400,None
277352,Task,ENGR-2216,jinyan.liu,P1 - Urgent with no workaround,Closed,Fixed,Sprint 241 (AUG 06 - AUG 19),28800,10800,None
307045,Bug,ENGR-2548,jinyan.liu,P0 - Blocker,Open,,Sprint 246 (OCT 15 - OCT 28),14400,,None
307880,Task,ENGR-2558,mohamad.arabi,P1 - Urgent with no workaround,Closed-Verified,Fixed,Sprint 246 (OCT 15 - OCT 28),7200,5400,None
283625,New Feature,RESSMB-7285,skandh.pathak,P1 - Urgent with no workaround,Closed-Verified,Fixed,Sprint 242 (AUG 20 - SEP 02 ),28800,21600,None
271093,New Feature,RESSMB-7293,henry.hom,P1 - Urgent with no workaround,Closed-Verified,Fixed,Sprint 241 (AUG 06 - AUG 19),21600,21600,None
283675,New Feature,RESSMB-7280,jinyan.liu,P1 - Urgent with no workaround,Closed-Verified,Fixed,"Sprint 242 (AUG 20 - SEP 02 ),Sprint 241 (AUG 06 - AUG 19)",21600,14400,None
289315,Improvement,UI-4282,jinyan.liu,"P2 - Critical, but workaround exists",Closed-Verified,Fixed,"Sprint 241 (AUG 06 - AUG 19),Sprint 243 (SEP 03 - SEP 16)",28800,18000,None
314304,Improvement,PREDM-1762,skandh.pathak,"P2 - Critical, but workaround exists",Closed-Verified,Fixed,Sprint 246 (OCT 15 - OCT 28),14400,14400,None
140881,Improvement,ENGR-1282,chen.liu,Unprioritized,Open,,2017 Engineering Plan,,,
140687,Task,ENGR-573,chen.liu,"P2 - Critical, but workaround exists",Open,,2017 Engineering Plan,10800,,
141639,Improvement,ENGR-1387,chen.liu,P1 - Urgent with no workaround,Open,,2017 Engineering Plan,,,
314416,New Feature,LCI-2745,mohamad.arabi,P1 - Urgent with no workaround,Open,,Sprint 247 (OCT 29 - NOV 11),3600,,None
297273,New Feature,ENGR-2367,jinyan.liu,P1 - Urgent with no workaround,Closed-Verified,No longer applicable,Sprint 244 (SEP 17 - SEP 30),14400,,None
288525,Bug,LCI-2554,skandh.pathak,P0 - Blocker,Closed-Verified,Fixed,Sprint 241 (AUG 06 - AUG 19),25200,28800,This error was caused to a combination of 1. incorrect config in c3ui file 2. logic error in the ui component (javascript)
303780,Bug,PREDM-1724,skandh.pathak,P1 - Urgent with no workaround,Closed-Verified,Fixed,Sprint 245 (OCT 01 - OCT 14),14400,43200,The risk score chart and feature contribution grid were not configured correctly in RiskAndPred.c3ui. The component for feature contribution grid was missing entirely from the base repo (likely caused in ui migration). The issue was fixed by referring to similar implementation in customer repo.
304267,Bug,PREDM-1715,henry.hom,P1 - Urgent with no workaround,Closed-Verified,Fixed,Sprint 245 (OCT 01 - OCT 14),14400,14400,"Had to use different data source for chart on dashboard as it was being shared throughout the app. Once a grid modifies the data source, there was no way for us to revert back the filter. Better solution was to separate it out since it truly is a different set of data we are trying to display. Test has been added."
306373,Task,PREDM-1739,henry.hom,P1 - Urgent with no workaround,Closed-Verified,Fixed,Sprint 245 (OCT 01 - OCT 14),14400,14400,None
317097,New Feature,IO-1116,henry.hom,P1 - Urgent with no workaround,Closed,Fixed,"Sprint 246 (OCT 15 - OCT 28),Sprint 247 (OCT 29 - NOV 11)",14400,14400,None
319712,New Feature,IO-1100,skandh.pathak,P1 - Urgent with no workaround,Closed-Verified,Fixed,Sprint 246 (OCT 15 - OCT 28),3600,3600,None
